Model,patch_layer,patch_hook,target_layer,target_sort,horizon,perturbation,top_k,mean_kl_bits,std_kl_bits,mean_norm_l2,std_norm_l2,mean_cosine_distance,std_cosine_distance,mean_delta_norm,mean_relative_delta_norm,n_measurements,total_cached_tokens
Llama-3.1-8B,20,blocks.20.hook_resid_post,30,30,10,random_matched_norm,64,3.4989061802625656,0.5847510175829842,1.0022975727915764,0.03579580634673995,0.4406152367591858,0.026859895400727064,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,30,30,10,sae,64,4.8487145602703094,0.5070918699516148,1.2694279700517654,0.036203852814381314,0.699428953230381,0.01570252806242153,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,30,30,10,sae_over_random_ratio,64,1.3857801011133288,,1.2665180526339932,,1.5873916625644235,,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,final,9999,full,random_matched_norm,64,2.268031358718872,0.42523970732671035,,0.0,,0.0,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,final,9999,full,sae,64,3.987403839826584,0.5700059721272599,,0.0,,0.0,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,final,9999,full,sae_over_random_ratio,64,1.7580902594216874,,,,,,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,24,blocks.24.hook_resid_post,24,24,0,random_matched_norm,64,0.795348446816206,0.07447209693708427,0.5527760460972786,0.018123382682529516,0.12606867542490363,0.006822299401599721,22.649989366531372,0.5527761280536652,16,8192
Llama-3.1-8B,24,blocks.24.hook_resid_post,24,24,0,sae,64,1.4636932536959648,0.11399607811318797,0.5527397878468037,0.018123328111533055,0.1832834081724286,0.016864372058439825,22.649989366531372,0.5527761280536652,16,8192
Llama-3.1-8B,24,blocks.24.hook_resid_post,24,24,0,sae_over_random_ratio,64,1.8403169825189891,,0.999934406979588,,1.4538378193844557,,22.649989366531372,0.5527761280536652,16,8192
Llama-3.1-8B,24,blocks.24.hook_resid_post,28,28,4,random_matched_norm,64,1.83311016112566,0.22174073680723408,0.7586887739598751,0.02931069645022931,0.2504481552168727,0.015844298562276173,22.649989366531372,0.5527761280536652,16,8192
Llama-3.1-8B,24,blocks.24.hook_resid_post,28,28,4,sae,64,4.127068668603897,0.279162959887013,1.1413825303316116,0.05277061825350526,0.4175113122910261,0.029079008124258267,22.649989366531372,0.5527761280536652,16,8192
Llama-3.1-8B,24,blocks.24.hook_resid_post,28,28,4,sae_over_random_ratio,64,2.251402428575042,,1.5044146816280375,,1.6670568482706012,,22.649989366531372,0.5527761280536652,16,8192
Llama-3.1-8B,24,blocks.24.hook_resid_post,30,30,6,random_matched_norm,64,2.3044057860970497,0.3683687453979678,0.8812186866998672,0.03121307327611049,0.33878462575376034,0.02083397160678238,22.649989366531372,0.5527761280536652,16,8192
Llama-3.1-8B,24,blocks.24.hook_resid_post,30,30,6,sae,64,4.1401586830616,0.4352283920745146,1.051107332110405,0.03944954673282948,0.48021305352449417,0.02535558009904269,22.649989366531372,0.5527761280536652,16,8192
Llama-3.1-8B,24,blocks.24.hook_resid_post,30,30,6,sae_over_random_ratio,64,1.7966274464506302,,1.1927882919128334,,1.417458222775223,,22.649989366531372,0.5527761280536652,16,8192
Llama-3.1-8B,24,blocks.24.hook_resid_post,final,9999,full,random_matched_norm,64,1.5830982252955437,0.27630160423625544,,0.0,,0.0,22.649989366531372,0.5527761280536652,16,8192
Llama-3.1-8B,24,blocks.24.hook_resid_post,final,9999,full,sae,64,3.093508720397949,0.4198885858209149,,0.0,,0.0,22.649989366531372,0.5527761280536652,16,8192
Llama-3.1-8B,24,blocks.24.hook_resid_post,final,9999,full,sae_over_random_ratio,64,1.9540851420134917,,,,,,22.649989366531372,0.5527761280536652,16,8192
Llama-3.1-8B,28,blocks.28.hook_resid_post,28,28,0,random_matched_norm,64,0.8231581263244152,0.0921747465492978,0.5725928023457527,0.02108800510081787,0.13320058258250356,0.00792478388981466,28.38356590270996,0.5725929588079453,16,8192
Llama-3.1-8B,28,blocks.28.hook_resid_post,28,28,0,sae,64,1.9152509421110153,0.13569341281174943,0.5726040117442608,0.021088640659303087,0.1946620661765337,0.019905478469973998,28.38356590270996,0.5725929588079453,16,8192
Llama-3.1-8B,28,blocks.28.hook_resid_post,28,28,0,sae_over_random_ratio,64,2.3267108479667673,,1.0000195765620212,,1.4614205313701336,,28.38356590270996,0.5725929588079453,16,8192
Llama-3.1-8B,28,blocks.28.hook_resid_post,30,30,2,random_matched_norm,64,1.1652358770370483,0.1385315451166236,0.6924900896847248,0.021496652610775744,0.20396462362259626,0.011400225733298294,28.38356590270996,0.5725929588079453,16,8192
Llama-3.1-8B,28,blocks.28.hook_resid_post,30,30,2,sae,64,2.6854066997766495,0.2885952788498855,0.95635936409235,0.038089994233232866,0.4316671323031187,0.02349534731489749,28.38356590270996,0.5725929588079453,16,8192
Llama-3.1-8B,28,blocks.28.hook_resid_post,30,30,2,sae_over_random_ratio,64,2.304603516504382,,1.3810441164981277,,2.1163823639429222,,28.38356590270996,0.5725929588079453,16,8192
Llama-3.1-8B,28,blocks.28.hook_resid_post,final,9999,full,random_matched_norm,64,0.9142421036958694,0.10861954315462415,,0.0,,0.0,28.38356590270996,0.5725929588079453,16,8192
Llama-3.1-8B,28,blocks.28.hook_resid_post,final,9999,full,sae,64,3.0810318887233734,0.3012010494545808,,0.0,,0.0,28.38356590270996,0.5725929588079453,16,8192
Llama-3.1-8B,28,blocks.28.hook_resid_post,final,9999,full,sae_over_random_ratio,64,3.370039376077899,,,,,,28.38356590270996,0.5725929588079453,16,8192
